Source.IP,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Most_usable_protocol
159.127.42.169,63495300,1200,600,45900,172200.0,APPLE_ITUNES
159.203.170.206,253199100,1500,1800,41100,170400.0,TOR
159.203.36.50,6005151600,3300,4800,2204700,902400.0,MS_ONE_DRIVE
161.170.236.122,111247500,3000,3300,1450800,323700.0,SSL_NO_CERT
161.69.13.21,25547926200,167400,185400,120061200,378600.0,DROPBOX
162.125.16.6,156600,1800,2100,46200,0.0,HTTP_CONNECT
162.125.18.133,81557902409700,8151600,5154000,973735200,3536873100.0,SIMET
162.125.3.1,432049348800,155100,117600,19325700,10388700.0,OPENVPN
162.125.32.12,36605489400,7500,8400,2622900,891000.0,NFS
162.125.32.5,76392056100,25800,24300,9506700,3948900.0,WHOIS_DAS
162.125.34.129,932273476800,61800,45300,10583400,29320500.0,WHATSAPP
162.125.4.1,2361392702100,575100,496200,131009700,39568200.0,FACEBOOK
162.125.4.3,118791942900,30000,27000,7904700,3635400.0,BitTorrent
162.125.4.5,981300,7200,7200,184800,0.0,FTP_DATA
162.208.22.34,5313363900,3900,3000,780600,751200.0,DROPBOX
162.208.22.39,2906509500,5400,5700,1046400,1773300.0,SPOTIFY
162.247.242.18,38258214000,9600,8100,2962500,1059000.0,FTP_DATA
162.247.242.19,2462348700,14700,13500,5185500,3049200.0,SSL_NO_CERT
162.88.143.11,17800701000,900,600,156600,0.0,APPLE
163.172.113.28,20768975400,8100,10500,1190400,793200.0,APPLE_ICLOUD
166.210.224.135,22202633700,20400,12900,19719900,2303100.0,UBUNTUONE
167.114.174.35,2999885400,600,300,174300,0.0,TelegramChat
168.96.248.140,482838300,30000,20100,66402300,0.0,NFS
169.45.253.37,2676203400,3300,3600,160800,500700.0,UPNP
169.46.131.128,65534082000,15000,12600,5560200,2829000.0,FTP_DATA
169.46.44.40,4416626700,9900,6900,2181900,834600.0,CONTENT_FLASH
169.54.178.213,88739070300,6300,4800,4301400,0.0,SSL
169.54.178.216,20957406300,3300,3300,258000,2356200.0,GMAIL
169.54.33.147,1011226500,4800,6000,2215800,1789200.0,UNENCRYPED_JABBER
169.54.33.204,39155607300,2700,1800,447300,473100.0,FTP_DATA
169.54.83.62,392285936700,40200,21600,3480900,6259200.0,EBAY
169.55.165.135,4570881900,3000,2400,124200,1384800.0,GOOGLE
169.55.165.141,661967400,6300,6600,2701200,3523500.0,SSL
169.55.69.157,87543180300,15000,21000,1059000,361200.0,WAZE
169.55.70.149,188700300,6600,9000,472800,1737600.0,SIMET
169.55.70.153,7572075900,4800,3900,1072800,2510400.0,GOOGLE
169.55.70.175,4566889500,3000,2700,813000,1369800.0,CITRIX
169.55.70.227,235800,2400,900,37200,0.0,NetBIOS
169.55.74.36,500770451100,95400,100500,12863100,1511100.0,MSN
169.55.74.45,173028732600,100800,108600,64570500,4440600.0,YAHOO
169.55.74.50,213849741600,47700,64200,7670400,841800.0,DNS
169.55.74.56,127746016800,21600,30000,1868400,905100.0,EASYTAXI
169.55.74.57,5646956100,1800,2400,54000,45600.0,BitTorrent
17.110.232.46,148119000,2400,2400,1172100,310500.0,EASYTAXI
17.151.148.38,9388343100,1800,2700,301500,285900.0,MQTT
17.154.66.155,92178000,1800,900,246900,1275000.0,MAIL_IMAPS
17.167.192.225,62995500,2400,2100,1362300,339900.0,SSH
17.188.134.202,280332300,2700,3600,939600,514800.0,HTTP
17.188.138.166,17628330900,14100,7800,1695300,573600.0,SKINNY
17.188.145.169,340809300,9600,8700,1726800,1035000.0,CITRIX
17.188.165.154,229106100,11100,11400,1777800,1158600.0,APPLE_ICLOUD
17.248.137.249,103314300,2400,2700,1880700,597000.0,UNENCRYPED_JABBER
17.248.184.16,91271100,2400,2700,1834200,548700.0,DROPBOX
17.253.13.203,18772457400,11400,8100,11736600,938400.0,YOUTUBE
170.254.228.238,16761920400,4500,4500,0,27000.0,MSSQL
172.16.141.247,9623978400,263100,404400,157992300,19765800.0,ORACLE
172.16.141.249,62386518000,145200,280200,5415000,2102700.0,TWITCH
172.16.255.183,1794140801700,16543800,20887500,2171850600,802762500.0,HTTP_CONNECT
172.16.255.200,91949672100,4200,2100,189600,94800.0,WHATSAPP
172.17.1.110,661051979400,576900,1829700,35664600,2772218100.0,EDONKEY
172.18.1.102,382930192200,38400,106500,7681500,30841500.0,EDONKEY
172.18.1.103,5278090908300,2974500,10953900,441886800,18564779400.0,OFFICE_365
172.18.1.104,4301245112400,2686200,6049800,127770000,10706275500.0,OPENSIGNAL
172.18.1.107,18109058100,2700,4800,234000,1221300.0,CLOUDFLARE
172.18.1.205,1868443722300,3638400,4424100,97060500,10861076400.0,EDONKEY
172.18.1.213,8996210700,27600,61500,7294500,3965100.0,HTTP_PROXY
172.18.1.217,216736766700,68400,70800,11070600,14383200.0,MS_ONE_DRIVE
172.18.1.221,1194942000,109800,289200,3457200,618819000.0,MSN
172.18.1.222,47623083900,5517300,14807700,39216600,32491266000.0,WIKIPEDIA
172.18.1.224,227986866900,114300,311700,17551200,108015300.0,TWITCH
172.18.1.253,450105900000,168900,475200,23736600,179428200.0,WIKIPEDIA
172.19.1.109,1046593965600,145200,456300,7226700,260760600.0,SIMET
172.19.1.123,171716689200,26400,69300,9469800,36344100.0,NTP
172.19.1.143,1088467190400,111900,305400,11137800,46795200.0,APPLE_ITUNES
172.19.1.174,115299275100,176100,530100,12028500,727194300.0,MSN
172.19.1.175,2494620031800,5797800,19793700,304307400,32393805300.0,ORACLE
172.19.1.176,2357612412600,3468600,11276100,88337400,17997111900.0,NTP
172.19.1.18,135354670800,11700,29100,3639600,13723200.0,GMAIL
172.19.1.182,1499516884800,3294900,11852100,68483400,20569097400.0,DROPBOX
172.19.1.187,169248600,3600,10800,380100,10153800.0,SSL_NO_CERT
172.19.1.198,226233259800,61200,119400,3372300,97197300.0,IMAP
172.19.1.213,45056994600,6000,12900,679500,910800.0,DEEZER
172.19.1.224,68998056900,188100,284700,3400200,432228000.0,TelegramChat
172.19.1.225,153390486600,63000,142500,9644400,40115400.0,TWITTER
172.19.1.245,2857849568100,536400,1471500,56928300,854862600.0,APPLE
172.19.1.246,1128679348500,953400,2113500,84233100,2221538100.0,WHOIS_DAS
172.19.1.254,1116985771500,1664100,5253000,85314600,7376981400.0,HTTP_PROXY
172.19.1.30,1342815823500,687900,1679700,157212300,2382134100.0,EDONKEY
172.19.1.31,2636313675300,2784900,8707500,295155000,12536796000.0,SSH
172.19.1.32,9772802700,114000,143100,5571300,243207300.0,GMAIL
172.19.1.34,4257451107600,8325900,24481800,208986000,38381226600.0,DROPBOX
172.19.1.35,522174596400,5142600,5995500,634429200,11853664200.0,BitTorrent
172.19.1.36,6788808543600,87480000,204003000,124776600,362920920000.0,WHATSAPP
172.19.1.37,1755057729600,5079000,10170900,139718100,16459689000.0,UPNP
172.19.1.40,3857003095200,9699900,30319500,538229700,49557121200.0,TWITCH
172.19.1.41,2973636180900,31795500,132018000,118899300,239607846600.0,INSTAGRAM
172.19.1.42,814332975600,113100,323100,38216100,111838800.0,AMAZON
172.19.1.43,3099789000,20100,59100,6126900,40520100.0,WIKIPEDIA
172.19.1.45,8581811033700,93328200,364174500,738549000,647315855400.0,EDONKEY
172.19.1.46,4680419019600,10531800,34256700,1163314200,53403165300.0,UPNP
172.19.1.47,957819942300,3354900,5511300,58179300,8891920500.0,TEAMVIEWER
172.19.1.50,126907242300,125400,243600,105159000,163436400.0,MSN
172.19.1.55,1843906232400,3153900,10373700,74601300,16384428000.0,WHATSAPP
172.19.1.56,7324270200,40500,139500,2866800,137099100.0,WHATSAPP
172.19.1.57,3403742975700,8998200,29279400,1083790800,43976278800.0,GOOGLE
172.19.1.58,7635018528600,22847400,58075200,849473100,102933842400.0,DNS
172.19.1.59,192307140000,853800,1515000,123692700,2532339000.0,TOR
172.19.1.60,353057055600,547200,1440600,182605500,1953882600.0,HTTP_CONNECT
172.19.1.61,904451136000,3639600,9440100,75008400,16130061300.0,WHOIS_DAS
172.19.1.64,677928597000,12168900,31656600,127006800,56377916700.0,YOUTUBE
172.19.1.66,1764496419900,399600,1278900,54735900,1163730900.0,UPNP
172.19.1.91,38442385200,32700,77100,1033800,116053200.0,IMAP
172.19.1.97,3475420660500,1149600,3322500,146633100,3237020700.0,SSL
172.21.1.13,848889902700,89100,255000,11812500,48279000.0,GOOGLE_MAPS
172.21.1.14,443888761500,23700,70200,5665500,6030900.0,STARCRAFT
172.21.1.16,162123910200,13800,13200,547200,3903900.0,IMAP
172.21.1.240,327260100,3000,9000,1091700,1130400.0,APPLE
172.21.1.33,2976120993300,1218900,2060400,72895200,4423964100.0,CLOUDFLARE
172.21.1.43,5159736746100,1243500,3449700,177176400,2751429600.0,DNS
172.21.1.44,1479145064400,649500,2392200,91665300,3008489100.0,SKYPE
172.21.1.50,69735889200,42600,90000,2782200,64390800.0,UNENCRYPED_JABBER
172.217.10.46,189000,1200,1500,37800,0.0,WIKIPEDIA
172.217.17.131,8426318400,10200,10800,1418400,1182600.0,UBUNTUONE
172.217.17.35,32690776500,13500,9300,446400,573600.0,SKINNY
172.217.17.99,72335069100,48000,36900,1525200,2285100.0,FACEBOOK
172.217.18.131,11081536200,13200,12600,926400,594300.0,NETFLIX
172.217.20.67,116469107400,24900,24900,2653200,4555800.0,IMAP
172.217.20.99,17618513400,7500,8100,530400,78000.0,CITRIX
172.217.29.238,105600,1200,1500,37800,0.0,POP3
172.217.29.33,114270222600,390000,335700,454138800,15595500.0,CONTENT_FLASH
172.217.29.34,657148702800,772200,640800,381853200,90187800.0,TWITTER
172.217.29.35,5805838200,2700,4500,1431000,136800.0,WIKIPEDIA
172.217.29.37,30346174228500,13055400,10775100,4430191200,1382945700.0,OFFICE_365
172.217.29.38,11927435700,31500,27900,20304000,1639800.0,UNENCRYPED_JABBER
172.217.29.39,8763866700,4800,6300,998700,798000.0,WINDOWS_UPDATE
172.217.29.42,306304376100,99900,69600,26388600,19759500.0,EBAY
172.217.29.45,77275917600,149400,136800,126970500,10271700.0,EBAY
172.217.29.46,20051693400,40500,37500,28304400,12112800.0,SKYPE
172.217.29.48,18303712200,4500,3900,882000,885000.0,APPLE_ITUNES
172.217.29.51,30824113800,9300,9300,2056500,1079700.0,NetBIOS
172.217.29.65,386243684100,686700,656100,612725400,24318600.0,APPLE_ITUNES
172.217.29.66,265061898300,269700,269700,86638800,20353200.0,EDONKEY
172.217.29.67,18746595300,16500,16800,3056100,1098600.0,SPOTIFY
172.217.29.69,11370529189200,5336400,4349100,2389161900,536888400.0,INSTAGRAM
172.217.29.70,49693309200,108300,111600,113368500,7076400.0,GOOGLE
172.217.29.73,7664819400,73200,56700,27856800,3028800.0,APPLE
172.217.29.74,71050261200,56100,58200,21452100,4725900.0,HTTP_CONNECT
172.217.29.75,300,600,0,0,0.0,WINDOWS_UPDATE
172.217.29.77,52532965800,55200,42900,27761100,4361700.0,EBAY
172.217.29.78,27251477700,6600,8100,1815000,483600.0,MAIL_IMAPS
172.217.29.83,2739207000,6900,5100,229800,1224300.0,MS_ONE_DRIVE
172.217.30.1,422589818400,509700,520200,441150000,23363400.0,HTTP_CONNECT
172.217.30.10,206977009200,183900,201900,110099700,12194100.0,SSL_NO_CERT
172.217.30.13,37671301200,28500,33300,7527600,3026100.0,DROPBOX
172.217.30.14,25801365900,7800,5400,1015800,333900.0,SSL
172.217.30.19,102300,600,1500,37800,0.0,VK
172.217.30.2,434564016900,347400,336900,105209100,30072300.0,HTTP
172.217.30.20,33291047700,20100,15000,2903700,1910400.0,TWITTER
172.217.30.3,17579272500,21000,21900,6534600,2267400.0,FACEBOOK
172.217.30.5,26655384265200,13843800,12247500,5187243000,5131819200.0,MS_ONE_DRIVE
172.217.30.6,16875177900,114300,77400,204124500,1030500.0,WIKIPEDIA
172.22.1.111,169602421800,89100,155700,9146400,94653900.0,AMAZON
172.22.1.12,31534298400,5700,8100,315900,1550400.0,MQTT
172.22.1.14,451297110900,87600,241500,8777100,45533400.0,YAHOO
172.22.1.145,929261400,13500,28800,1095000,9491100.0,MSSQL
172.22.1.23,1399563635400,435300,767100,46760400,507718800.0,STARCRAFT
172.22.1.24,3558290498700,10950300,20339400,266007600,46166488800.0,ORACLE
172.22.1.247,535937052600,4504200,7501500,286628100,12949249200.0,OSCAR
172.22.1.249,1230975779700,3011400,7019700,2456628600,5668547700.0,CITRIX
172.22.1.30,1952678857800,1117500,1334100,76766100,1836351900.0,GMAIL
172.22.1.32,60868335600,52500,83100,2131500,126372600.0,WAZE
172.22.1.50,517360810200,381600,1141500,94392900,542830500.0,UPNP
172.22.1.72,663930677700,2351100,3491400,231565200,5073983400.0,TOR
173.192.117.92,18018059700,2100,2700,1347000,720000.0,WHOIS_DAS
173.192.202.142,666420300,1500,2100,122700,170400.0,CLOUDFLARE
173.192.41.36,177206100,2700,4500,4311900,452400.0,MAIL_IMAPS
173.192.82.196,45063048300,17700,8400,251100,294000.0,SSL
173.194.136.167,1042814700,4500,5400,135900,659700.0,DEEZER
173.194.136.169,6667326900,879600,597300,2664615000,3438900.0,STARCRAFT
173.194.136.170,9363951300,2400,2700,1579200,498000.0,VK
173.194.136.171,9351104400,1800,2700,1575900,498000.0,MS_ONE_DRIVE
173.194.136.183,831599700,5700,5700,4012200,154800.0,SKYPE
173.194.136.185,1875308700,85500,45600,176163300,2088300.0,VK
173.194.136.199,7209042000,189600,173400,582512400,6845700.0,MAIL_IMAPS
173.194.136.218,18001649100,130200,56700,291043200,346500.0,EDONKEY
173.194.136.219,18725883300,4800,5400,3982500,988500.0,HTTP
173.194.141.184,9499578900,8700,9900,20391600,744000.0,STARCRAFT
173.194.143.108,112378800,5400,9300,5996700,671400.0,MQTT
173.194.143.212,17124505500,263100,292800,600726000,6735900.0,WINDOWS_UPDATE
173.194.161.7,275856900,114900,95100,236614500,9300.0,EASYTAXI
173.194.184.41,85116300,2400,3300,2002500,338700.0,NFS
173.194.211.189,11568076157100,1252800,1176900,116523900,23841300.0,VK
173.194.212.189,361645955700,48300,45000,3259200,1655400.0,MQTT
173.194.213.154,932942100,5400,6300,452400,532800.0,WHOIS_DAS
173.194.213.156,594000,300,1500,18900,0.0,CLOUDFLARE
173.194.213.157,771723300,9300,6000,6360300,382200.0,SIMET
173.194.213.189,594733942500,68700,68700,6047700,1525500.0,APPLE_ITUNES
173.194.213.95,425996400,3000,3600,120600,368400.0,OPENSIGNAL
173.194.214.154,172200,1200,1500,37800,0.0,FTP_DATA
173.194.214.189,11929581639600,1650900,1548600,196515900,56218200.0,STARCRAFT
173.194.222.94,35834230200,5100,4800,340200,430800.0,GOOGLE
173.194.24.8,162371100,2100,2400,1576500,27900.0,MS_ONE_DRIVE
173.194.27.151,28040549700,206700,105900,453324000,2592900.0,TWITTER
173.194.27.152,3279891300,65100,68100,119432400,1421400.0,VK
173.194.27.153,14658417900,93600,99900,159250200,1735500.0,OPENSIGNAL
173.194.27.154,4294429200,256500,225600,852458700,732300.0,OPENVPN
173.194.27.155,6550656000,70800,82800,140879100,1024800.0,WINDOWS_UPDATE
173.194.27.167,59207102100,612600,489600,1657031400,5662800.0,GOOGLE
173.194.27.168,622341300,93300,69600,201575700,33900.0,POP3
173.194.27.169,2204323500,205800,149700,462830400,354300.0,HTTP_DOWNLOAD
173.194.27.171,298950383700,30053700,3404400,71275578900,308100.0,STARCRAFT
173.194.27.183,22957353900,1800,1800,7200,0.0,EASYTAXI
173.194.27.185,18978735000,106500,98400,226287000,2380200.0,APPLE
173.194.27.186,378248087400,8939400,1232100,19000053300,1347300.0,NETFLIX
173.194.27.187,8711575800,104400,90000,231081300,1728900.0,TOR
173.194.27.199,29250720000,778500,306300,2444891100,3604200.0,ORACLE
173.194.27.201,4441964400,19800,8400,49366500,0.0,ORACLE
173.194.27.202,4837313400,373500,140400,1212299100,353400.0,SPOTIFY
173.194.27.203,9163551300,35100,14100,111690300,9300.0,TWITCH
173.194.27.215,742931700,38400,46200,88537800,348300.0,OPENVPN
173.194.27.217,5023762200,198900,180600,422388000,1857300.0,EDONKEY
173.194.27.219,10149662100,78000,48000,170272200,2335500.0,TEAMVIEWER
173.194.27.220,9191768700,2400,2700,1990200,492600.0,CLOUDFLARE
173.194.27.232,31600929300,742800,369000,2226179700,3587100.0,POP3
173.194.27.233,32046347700,1783500,484200,3856561200,4300200.0,YAHOO
173.194.27.234,3539577600,1500,1500,45300,219900.0,SPOTIFY
173.194.27.235,19481938200,5400,6600,135900,814800.0,GOOGLE_MAPS
173.194.27.236,5218527600,1500,1800,45300,219900.0,MICROSOFT
173.194.27.247,32218358700,1042200,483000,3409581600,0.0,OPENSIGNAL
173.194.27.249,41161231500,846600,622200,2490365700,5700600.0,AMAZON
173.194.27.250,11045369700,219000,196500,549118800,2377500.0,TOR
173.194.27.251,338555700,120600,99000,246945000,24600.0,SSL
173.194.27.252,14844156300,92100,75000,232453800,1000200.0,TOR
173.194.31.168,94656900,3300,3600,2438400,337800.0,GOOGLE_MAPS
173.194.7.89,25583400,3300,3900,3728400,571200.0,CONTENT_FLASH
173.205.24.244,538947174300,4890300,5888400,6860856000,0.0,SSL
173.231.178.116,6122557500,3600,2700,549000,375300.0,HTTP
173.231.178.117,73804800,2700,2400,1927500,272700.0,SSH
173.239.42.214,70464600,1800,600,243300,180000.0,IP_ICMP
173.239.42.221,39985626600,7200,6900,1787100,605400.0,WAZE
173.241.242.143,198837600,2100,2700,987000,321900.0,VK
173.241.242.220,19541234100,8700,7800,2387700,2278500.0,ORACLE
173.241.244.143,9250569600,5100,3900,1992300,655200.0,VK
173.241.244.199,5041422900,1800,2400,757200,168600.0,TOR
173.241.244.212,170700,1200,1500,22200,5400.0,HTTP_CONNECT
174.35.31.4,1057318800,7500,5400,9094800,1252500.0,SSL_NO_CERT
174.37.199.163,2121508200,5400,4800,2628000,768600.0,NetBIOS
176.32.110.206,35951648700,3000,1800,2457000,0.0,WHATSAPP
176.56.226.173,610875600,5100,4500,693000,1090800.0,CONTENT_FLASH
176.74.182.158,50671398000,72000,87300,40169100,42267900.0,SPOTIFY
178.162.193.104,400816800,10500,4800,22831800,262800.0,OPENSIGNAL
178.162.220.102,21632903400,3900,4500,555600,7200.0,NetBIOS
178.250.0.78,3764547300,4200,4500,1255500,271500.0,DEEZER
178.250.2.78,3269890500,3900,5100,2412000,351600.0,MAIL_IMAPS
178.250.2.85,4509062100,3600,600,745800,0.0,WINDOWS_UPDATE
178.255.155.114,104660789400,9000,10800,1784400,956700.0,SKINNY
178.255.83.1,202800,2400,900,1030200,0.0,INSTAGRAM
178.33.186.98,279880200,5100,3600,352800,343500.0,FTP_DATA
178.63.46.205,867705900,2100,1800,112200,349800.0,SSL
178.63.50.140,608311500,73200,73200,258896700,268500.0,APPLE
178.79.162.150,5887730100,3300,5100,2545200,902400.0,APPLE
178.79.164.222,453061602900,17453100,13433700,41642983200,413292000.0,SPOTIFY
179.1.4.204,691079342700,20552100,7164600,39162563700,42033300.0,EBAY
179.1.4.205,405329080500,29037600,10411800,60193700100,23556900.0,HTTP_DOWNLOAD
179.1.4.206,285814446000,8675700,6375000,19403287500,64641000.0,TOR
179.1.4.207,352871550600,4995000,3908400,13374309600,49594800.0,HTTP
179.1.4.208,55180236900,891600,624000,2483989500,7408500.0,APPLE
179.1.4.209,169462315500,6694200,3352500,16803793800,30978600.0,SSH
179.1.4.210,631184562900,1394100,1115700,1285406100,76067400.0,HTTP_DOWNLOAD
179.1.4.216,617194369200,1089600,931800,1236799200,54478200.0,TelegramChat
179.1.4.217,1179120441300,1184400,1134000,655426800,99508800.0,WHOIS_DAS
179.1.4.223,1011019719000,16208100,44752800,552912000,101124820500.0,CONTENT_FLASH
179.1.4.224,855381832500,850200,795900,495807900,61243200.0,SSH
179.1.4.230,504984885300,1644300,1431600,1042991100,151003200.0,WHOIS_DAS
179.1.4.231,1080111068400,2679900,1766400,2503188000,275217000.0,YAHOO
179.1.4.237,597647006100,836700,751500,609042300,52964100.0,SSH
179.1.4.238,783694217100,1507800,1250100,2156339400,75753600.0,TOR
179.1.4.244,729307063800,2724000,1900800,2874731400,109509300.0,DNS
179.1.4.245,758356987500,1773900,1198800,2271165600,72336600.0,SPOTIFY
179.1.4.251,336282999000,1470000,1263600,1637452800,93775800.0,UNENCRYPED_JABBER
184.168.184.1,1392568800,327300,80700,614733600,0.0,NETFLIX
184.173.167.98,69163200,1200,300,162600,0.0,SKYPE
184.173.90.195,7724048400,7200,3900,102300,127200.0,DNS
184.173.97.81,35876185800,3300,3600,393900,768900.0,HTTP_DOWNLOAD
184.29.188.79,32850000,900,600,0,50700.0,EASYTAXI
184.73.233.102,71264770200,6600,5700,684000,1109400.0,TEAMVIEWER
185.102.219.21,5635771200,1142700,288000,2829672900,172200.0,BitTorrent
185.120.147.37,347209269900,9227400,1827000,23020478400,0.0,HTTP_PROXY
185.163.109.149,509394963000,96978000,68780400,254440506600,233700.0,NETFLIX
185.163.111.167,172512900900,7076400,1508700,15899091300,0.0,BitTorrent
185.181.102.38,138766671000,15153300,9519900,36113939400,0.0,WHOIS_DAS
185.181.102.39,130799581500,44166600,29411100,100130907300,232200.0,SPOTIFY
185.181.102.40,34234286400,98609700,35811300,203407095000,0.0,GOOGLE
185.181.102.43,93971734200,49032600,29014500,135238015500,0.0,EDONKEY
185.2.150.10,17850653400,2400,2400,4746000,0.0,HTTP_DOWNLOAD
185.36.168.123,1624447200,2100,900,931200,138900.0,OFFICE_365
185.47.15.125,72837954900,18000,11700,14811900,4507200.0,DNS
185.48.81.79,405900600,8700,4500,422700,1264800.0,UBUNTUONE
185.70.212.100,600,1200,0,139800,0.0,IMAP
185.86.137.32,179188200,5400,5400,2417700,1557600.0,MICROSOFT
185.86.137.43,17888421900,1500,1200,492300,409500.0,MSN
185.86.139.19,17785495800,900,1500,227400,0.0,INSTAGRAM
186.155.244.60,18332682900,3000,3900,808500,664200.0,EDONKEY
188.165.134.170,28963200300,358800,119700,740019300,5604900.0,INSTAGRAM
188.165.197.106,4897465800,6300,5100,8025600,279600.0,FACEBOOK
188.92.41.205,927574942500,480300,482700,39132900,70200.0,SSH
188.92.41.206,5758671300,2400,2400,221100,0.0,DNS
188.92.41.209,267691874700,91500,91500,7425600,15900.0,VK
190.104.197.162,18093804300,1500,900,805500,229500.0,HTTP_PROXY
190.105.229.34,4616308200,2700,3300,84600,344400.0,APPLE
190.144.184.16,12999647700,69600,42300,98451900,5485800.0,OPENVPN
190.25.241.181,19961922300,45300,46500,32357400,4683900.0,TOR
190.5.195.106,86532300,2400,900,297600,410400.0,EDONKEY
190.60.12.28,1748121600,1769400,1181700,4054281000,0.0,HTTP_CONNECT
190.60.67.16,108885078000,17400,14100,10447200,6897600.0,SIMET
190.60.67.19,17935400700,2400,2100,604500,1409700.0,WHATSAPP
190.60.67.27,367500,2400,2400,37200,0.0,CONTENT_FLASH
